"","POVST","Q17G"
"525","(4) 76 percent or more","(3) Moderately adequate"
"526","(1) 25 percent or less","(4) Completely adequate"
"527","(1) 25 percent or less","(3) Moderately adequate"
"528","(3) 51 to 75 percent","(3) Moderately adequate"
"529","(1) 25 percent or less","(4) Completely adequate"
"530","(3) 51 to 75 percent","(3) Moderately adequate"
"531","(4) 76 percent or more","(3) Moderately adequate"
"532","(2) 26 to 50 percent","(1) Not at all adequate"
"533","(1) 25 percent or less","(3) Moderately adequate"
"534","(1) 25 percent or less","(4) Completely adequate"
"535","(1) 25 percent or less","(4) Completely adequate"
"536","(4) 76 percent or more","(3) Moderately adequate"
"537","(1) 25 percent or less","(2) Minimally adequate"
"538","(4) 76 percent or more","(2) Minimally adequate"
"539","(3) 51 to 75 percent","(4) Completely adequate"
"540","(2) 26 to 50 percent","(3) Moderately adequate"
"541","(2) 26 to 50 percent","(3) Moderately adequate"
"542","(2) 26 to 50 percent","(4) Completely adequate"
"543","(1) 25 percent or less","(4) Completely adequate"
"544","(3) 51 to 75 percent","(2) Minimally adequate"
"545","(4) 76 percent or more","(1) Not at all adequate"
"546","(1) 25 percent or less","(4) Completely adequate"
"547","(3) 51 to 75 percent","(2) Minimally adequate"
"548","(3) 51 to 75 percent","(1) Not at all adequate"
"549","(4) 76 percent or more","(3) Moderately adequate"
"550","(1) 25 percent or less","(3) Moderately adequate"
"551","(2) 26 to 50 percent","(3) Moderately adequate"
"552","(2) 26 to 50 percent","(3) Moderately adequate"
"553","(3) 51 to 75 percent","(1) Not at all adequate"
"554","(4) 76 percent or more","(1) Not at all adequate"
"555","(3) 51 to 75 percent","(1) Not at all adequate"
"556","(4) 76 percent or more","(4) Completely adequate"
"557","(2) 26 to 50 percent","(3) Moderately adequate"
"558","(2) 26 to 50 percent","(4) Completely adequate"
"559","(3) 51 to 75 percent","(2) Minimally adequate"
"560","(4) 76 percent or more","(1) Not at all adequate"
"561","(4) 76 percent or more","(3) Moderately adequate"
"562","(3) 51 to 75 percent","(3) Moderately adequate"
"563","(1) 25 percent or less","(3) Moderately adequate"
"564","(2) 26 to 50 percent","(3) Moderately adequate"
"565","(4) 76 percent or more","(3) Moderately adequate"
"566","(4) 76 percent or more","(4) Completely adequate"
"567","(3) 51 to 75 percent","(2) Minimally adequate"
"568","(1) 25 percent or less","(1) Not at all adequate"
"569","(2) 26 to 50 percent","(4) Completely adequate"
"570","(1) 25 percent or less","(3) Moderately adequate"
"571","(3) 51 to 75 percent","(4) Completely adequate"
"572","(1) 25 percent or less","(4) Completely adequate"
"573","(1) 25 percent or less","(3) Moderately adequate"
"574","(3) 51 to 75 percent","(3) Moderately adequate"
"575","(1) 25 percent or less","(3) Moderately adequate"
"576","(2) 26 to 50 percent","(4) Completely adequate"
"577","(1) 25 percent or less","(2) Minimally adequate"
"578","(4) 76 percent or more","(4) Completely adequate"
"579","(1) 25 percent or less","(3) Moderately adequate"
"580","(1) 25 percent or less","(1) Not at all adequate"
"581","(2) 26 to 50 percent","(2) Minimally adequate"
"582","(2) 26 to 50 percent","(4) Completely adequate"
"583","(3) 51 to 75 percent","(2) Minimally adequate"
"584","(2) 26 to 50 percent","(2) Minimally adequate"
"585","(3) 51 to 75 percent","(4) Completely adequate"
"586","(2) 26 to 50 percent","(2) Minimally adequate"
"587","(1) 25 percent or less","(4) Completely adequate"
"588","(1) 25 percent or less","(3) Moderately adequate"
"589","(1) 25 percent or less","(3) Moderately adequate"
"590","(2) 26 to 50 percent","(2) Minimally adequate"
"591","(2) 26 to 50 percent","(4) Completely adequate"
"592","(3) 51 to 75 percent","(4) Completely adequate"
"593","(1) 25 percent or less","(4) Completely adequate"
"594","(3) 51 to 75 percent","(3) Moderately adequate"
"595","(1) 25 percent or less","(2) Minimally adequate"
"596","(2) 26 to 50 percent","(2) Minimally adequate"
"597","(4) 76 percent or more","(3) Moderately adequate"
"598","(3) 51 to 75 percent","(2) Minimally adequate"
"599","(2) 26 to 50 percent","(4) Completely adequate"
"600","(3) 51 to 75 percent","(3) Moderately adequate"
"601","(1) 25 percent or less","(3) Moderately adequate"
"602","(2) 26 to 50 percent","(4) Completely adequate"
"603","(2) 26 to 50 percent","(4) Completely adequate"
"604","(3) 51 to 75 percent","(1) Not at all adequate"
"605","(1) 25 percent or less","(4) Completely adequate"
"606","(4) 76 percent or more","(2) Minimally adequate"
"607","(3) 51 to 75 percent","(2) Minimally adequate"
"608","(1) 25 percent or less","(4) Completely adequate"
"609","(3) 51 to 75 percent","(3) Moderately adequate"
"610","(1) 25 percent or less","(3) Moderately adequate"
"611","(4) 76 percent or more","(2) Minimally adequate"
"612","(3) 51 to 75 percent","(2) Minimally adequate"
"613","(3) 51 to 75 percent","(1) Not at all adequate"
"614","(3) 51 to 75 percent","(2) Minimally adequate"
"615","(2) 26 to 50 percent","(4) Completely adequate"
"616","(2) 26 to 50 percent","(3) Moderately adequate"
"617","(4) 76 percent or more","(4) Completely adequate"
"618","(2) 26 to 50 percent","(2) Minimally adequate"
"619","(3) 51 to 75 percent","(1) Not at all adequate"
"620","(2) 26 to 50 percent","(2) Minimally adequate"
"621","(4) 76 percent or more","(3) Moderately adequate"
"622","(4) 76 percent or more","(2) Minimally adequate"
"623","(1) 25 percent or less","(4) Completely adequate"
"624","(4) 76 percent or more","(3) Moderately adequate"
"625","(3) 51 to 75 percent","(1) Not at all adequate"
"626","(3) 51 to 75 percent","(4) Completely adequate"
"627","(4) 76 percent or more","(4) Completely adequate"
"628","(3) 51 to 75 percent","(3) Moderately adequate"
"629","(3) 51 to 75 percent","(4) Completely adequate"
"630","(2) 26 to 50 percent","(2) Minimally adequate"
"631","(2) 26 to 50 percent","(4) Completely adequate"
"632","(3) 51 to 75 percent","(3) Moderately adequate"
"633","(1) 25 percent or less","(3) Moderately adequate"
"634","(2) 26 to 50 percent","(3) Moderately adequate"
"635","(4) 76 percent or more","(4) Completely adequate"
"636","(3) 51 to 75 percent","(3) Moderately adequate"
"637","(2) 26 to 50 percent","(4) Completely adequate"
"638","(2) 26 to 50 percent","(3) Moderately adequate"
"639","(2) 26 to 50 percent","(2) Minimally adequate"
"640","(1) 25 percent or less","(3) Moderately adequate"
"641","(3) 51 to 75 percent","(2) Minimally adequate"
"642","(3) 51 to 75 percent","(4) Completely adequate"
"643","(3) 51 to 75 percent","(2) Minimally adequate"
"644","(1) 25 percent or less","(2) Minimally adequate"
"645","(3) 51 to 75 percent","(1) Not at all adequate"
"646","(3) 51 to 75 percent","(3) Moderately adequate"
"647","(4) 76 percent or more","(3) Moderately adequate"
"648","(3) 51 to 75 percent","(4) Completely adequate"
"649","(2) 26 to 50 percent","(3) Moderately adequate"
"650","(1) 25 percent or less","(3) Moderately adequate"
"651","(2) 26 to 50 percent","(3) Moderately adequate"
"652","(2) 26 to 50 percent","(3) Moderately adequate"
"653","(3) 51 to 75 percent","(1) Not at all adequate"
"654","(4) 76 percent or more","(1) Not at all adequate"
"655","(3) 51 to 75 percent","(4) Completely adequate"
"656","(4) 76 percent or more","(3) Moderately adequate"
"657","(1) 25 percent or less","(4) Completely adequate"
"658","(4) 76 percent or more","(3) Moderately adequate"
"659","(2) 26 to 50 percent","(4) Completely adequate"
"660","(1) 25 percent or less","(3) Moderately adequate"
"661","(4) 76 percent or more","(2) Minimally adequate"
"662","(4) 76 percent or more","(3) Moderately adequate"
"663","(2) 26 to 50 percent","(4) Completely adequate"
"664","(1) 25 percent or less","(4) Completely adequate"
"665","(2) 26 to 50 percent","(2) Minimally adequate"
"666","(1) 25 percent or less","(3) Moderately adequate"
"667","(4) 76 percent or more","(4) Completely adequate"
"668","(2) 26 to 50 percent","(4) Completely adequate"
"669","(1) 25 percent or less","(3) Moderately adequate"
"670","(3) 51 to 75 percent","(3) Moderately adequate"
"671","(3) 51 to 75 percent","(3) Moderately adequate"
"672","(2) 26 to 50 percent","(3) Moderately adequate"
"673","(2) 26 to 50 percent","(4) Completely adequate"
"674","(2) 26 to 50 percent","(1) Not at all adequate"
"675","(2) 26 to 50 percent","(3) Moderately adequate"
"676","(3) 51 to 75 percent","(2) Minimally adequate"
"677","(3) 51 to 75 percent","(3) Moderately adequate"
"678","(3) 51 to 75 percent","(2) Minimally adequate"
"679","(2) 26 to 50 percent","(3) Moderately adequate"
"680","(3) 51 to 75 percent","(3) Moderately adequate"
"681","(3) 51 to 75 percent","(3) Moderately adequate"
"682","(3) 51 to 75 percent","(4) Completely adequate"
"683","(1) 25 percent or less","(3) Moderately adequate"
"684","(4) 76 percent or more","(2) Minimally adequate"
"685","(2) 26 to 50 percent","(2) Minimally adequate"
"686","(3) 51 to 75 percent","(1) Not at all adequate"
"687","(4) 76 percent or more","(4) Completely adequate"
"688","(3) 51 to 75 percent","(3) Moderately adequate"
"689","(4) 76 percent or more","(4) Completely adequate"
"690","(1) 25 percent or less","(4) Completely adequate"
"691","(2) 26 to 50 percent","(2) Minimally adequate"
"692","(1) 25 percent or less","(4) Completely adequate"
"693","(4) 76 percent or more","(4) Completely adequate"
"694","(3) 51 to 75 percent","(4) Completely adequate"
"695","(2) 26 to 50 percent","(4) Completely adequate"
"696","(3) 51 to 75 percent","(2) Minimally adequate"
"697","(1) 25 percent or less","(3) Moderately adequate"
"698","(3) 51 to 75 percent","(3) Moderately adequate"
"699","(2) 26 to 50 percent","(2) Minimally adequate"
"700","(3) 51 to 75 percent","(4) Completely adequate"
"701","(4) 76 percent or more","(3) Moderately adequate"
"702","(4) 76 percent or more","(3) Moderately adequate"
"703","(4) 76 percent or more","(4) Completely adequate"
"704","(1) 25 percent or less","(3) Moderately adequate"
"705","(1) 25 percent or less","(4) Completely adequate"
"706","(3) 51 to 75 percent","(4) Completely adequate"
"707","(4) 76 percent or more","(4) Completely adequate"
"708","(4) 76 percent or more","(3) Moderately adequate"
"709","(3) 51 to 75 percent","(4) Completely adequate"
"710","(1) 25 percent or less","(3) Moderately adequate"
"711",NA,"(3) Moderately adequate"
"712","(2) 26 to 50 percent","(2) Minimally adequate"
"713","(1) 25 percent or less","(2) Minimally adequate"
"714","(2) 26 to 50 percent","(4) Completely adequate"
"715","(3) 51 to 75 percent","(2) Minimally adequate"
"716","(1) 25 percent or less","(4) Completely adequate"
"717","(3) 51 to 75 percent","(2) Minimally adequate"
"718","(4) 76 percent or more","(2) Minimally adequate"
"719","(3) 51 to 75 percent","(4) Completely adequate"
"720","(3) 51 to 75 percent","(3) Moderately adequate"
"721","(4) 76 percent or more","(2) Minimally adequate"
"722","(3) 51 to 75 percent","(3) Moderately adequate"
"723","(1) 25 percent or less","(4) Completely adequate"
"724","(3) 51 to 75 percent","(3) Moderately adequate"
"725","(1) 25 percent or less","(4) Completely adequate"
"726","(2) 26 to 50 percent","(3) Moderately adequate"
"727","(2) 26 to 50 percent","(2) Minimally adequate"
"728","(2) 26 to 50 percent","(1) Not at all adequate"
"729","(4) 76 percent or more","(4) Completely adequate"
"730","(4) 76 percent or more","(2) Minimally adequate"
"731","(3) 51 to 75 percent","(3) Moderately adequate"
"732","(3) 51 to 75 percent","(4) Completely adequate"
"733","(1) 25 percent or less","(2) Minimally adequate"
"734","(1) 25 percent or less","(3) Moderately adequate"
"735","(3) 51 to 75 percent","(2) Minimally adequate"
"736","(3) 51 to 75 percent","(4) Completely adequate"
"737","(4) 76 percent or more","(2) Minimally adequate"
"738","(2) 26 to 50 percent","(3) Moderately adequate"
"739","(1) 25 percent or less","(2) Minimally adequate"
"740","(2) 26 to 50 percent","(4) Completely adequate"
"741","(1) 25 percent or less","(3) Moderately adequate"
"742","(1) 25 percent or less","(4) Completely adequate"
"743","(4) 76 percent or more","(2) Minimally adequate"
"744","(1) 25 percent or less","(3) Moderately adequate"
"745","(1) 25 percent or less","(4) Completely adequate"
"746","(2) 26 to 50 percent","(4) Completely adequate"
"747","(1) 25 percent or less","(3) Moderately adequate"
"748","(1) 25 percent or less","(3) Moderately adequate"
"749","(2) 26 to 50 percent","(4) Completely adequate"
"750","(2) 26 to 50 percent","(1) Not at all adequate"
"751","(3) 51 to 75 percent","(2) Minimally adequate"
"752","(1) 25 percent or less","(4) Completely adequate"
"753","(2) 26 to 50 percent","(3) Moderately adequate"
"754","(3) 51 to 75 percent","(3) Moderately adequate"
"755","(1) 25 percent or less","(2) Minimally adequate"
"756","(1) 25 percent or less","(4) Completely adequate"
"757","(3) 51 to 75 percent","(3) Moderately adequate"
"758","(4) 76 percent or more","(3) Moderately adequate"
"759","(3) 51 to 75 percent","(4) Completely adequate"
"760","(1) 25 percent or less","(2) Minimally adequate"
"761","(4) 76 percent or more","(2) Minimally adequate"
"762","(1) 25 percent or less","(4) Completely adequate"
"763","(4) 76 percent or more","(3) Moderately adequate"
"764","(2) 26 to 50 percent","(3) Moderately adequate"
"765","(3) 51 to 75 percent","(4) Completely adequate"
"766","(1) 25 percent or less","(4) Completely adequate"
"767","(2) 26 to 50 percent","(3) Moderately adequate"
"768","(1) 25 percent or less","(3) Moderately adequate"
"769","(1) 25 percent or less","(4) Completely adequate"
"770","(1) 25 percent or less","(2) Minimally adequate"
"771","(1) 25 percent or less","(4) Completely adequate"
"772","(3) 51 to 75 percent","(3) Moderately adequate"
"773","(4) 76 percent or more","(4) Completely adequate"
"774","(3) 51 to 75 percent","(3) Moderately adequate"
"775","(2) 26 to 50 percent","(1) Not at all adequate"
"776","(3) 51 to 75 percent","(1) Not at all adequate"
"777","(1) 25 percent or less","(4) Completely adequate"
"778","(1) 25 percent or less","(4) Completely adequate"
"779","(1) 25 percent or less","(4) Completely adequate"
"780","(2) 26 to 50 percent","(1) Not at all adequate"
"781","(2) 26 to 50 percent","(3) Moderately adequate"
"782","(2) 26 to 50 percent","(3) Moderately adequate"
"783","(2) 26 to 50 percent","(4) Completely adequate"
"784","(1) 25 percent or less","(3) Moderately adequate"
"785","(1) 25 percent or less","(3) Moderately adequate"
"786","(2) 26 to 50 percent","(4) Completely adequate"
"787","(3) 51 to 75 percent","(3) Moderately adequate"
"788","(2) 26 to 50 percent","(4) Completely adequate"
"789","(4) 76 percent or more","(4) Completely adequate"
"790","(4) 76 percent or more","(4) Completely adequate"
"791","(2) 26 to 50 percent","(3) Moderately adequate"
"792","(2) 26 to 50 percent","(1) Not at all adequate"
"793","(4) 76 percent or more","(3) Moderately adequate"
"794","(3) 51 to 75 percent","(4) Completely adequate"
"795","(3) 51 to 75 percent","(4) Completely adequate"
"796",NA,"(4) Completely adequate"
"797","(4) 76 percent or more","(2) Minimally adequate"
"798","(2) 26 to 50 percent","(4) Completely adequate"
"799","(4) 76 percent or more","(4) Completely adequate"
"800","(1) 25 percent or less","(2) Minimally adequate"
"801","(1) 25 percent or less","(3) Moderately adequate"
"802","(1) 25 percent or less","(4) Completely adequate"
"803","(3) 51 to 75 percent","(2) Minimally adequate"
"804","(2) 26 to 50 percent","(2) Minimally adequate"
"805","(1) 25 percent or less","(2) Minimally adequate"
"806","(2) 26 to 50 percent","(3) Moderately adequate"
"807","(2) 26 to 50 percent","(1) Not at all adequate"
"808","(2) 26 to 50 percent","(3) Moderately adequate"
"809","(4) 76 percent or more","(1) Not at all adequate"
"810","(1) 25 percent or less","(3) Moderately adequate"
"811","(4) 76 percent or more","(3) Moderately adequate"
"812","(4) 76 percent or more","(2) Minimally adequate"
"813","(4) 76 percent or more","(2) Minimally adequate"
"814","(3) 51 to 75 percent","(2) Minimally adequate"
"815","(2) 26 to 50 percent","(4) Completely adequate"
"816","(3) 51 to 75 percent","(4) Completely adequate"
"817","(3) 51 to 75 percent","(2) Minimally adequate"
"818","(2) 26 to 50 percent","(4) Completely adequate"
"819","(2) 26 to 50 percent","(3) Moderately adequate"
"820","(4) 76 percent or more","(2) Minimally adequate"
"821","(3) 51 to 75 percent","(3) Moderately adequate"
"822","(2) 26 to 50 percent","(3) Moderately adequate"
"823","(1) 25 percent or less","(3) Moderately adequate"
"824","(3) 51 to 75 percent","(3) Moderately adequate"
"825","(2) 26 to 50 percent","(3) Moderately adequate"
"826","(1) 25 percent or less","(3) Moderately adequate"
"827","(2) 26 to 50 percent","(4) Completely adequate"
"828","(2) 26 to 50 percent","(3) Moderately adequate"
"829","(2) 26 to 50 percent","(3) Moderately adequate"
"830","(2) 26 to 50 percent","(4) Completely adequate"
"831","(1) 25 percent or less","(3) Moderately adequate"
"832","(3) 51 to 75 percent","(4) Completely adequate"
"833","(1) 25 percent or less","(4) Completely adequate"
"834","(2) 26 to 50 percent","(1) Not at all adequate"
"835","(1) 25 percent or less","(2) Minimally adequate"
"836","(2) 26 to 50 percent","(3) Moderately adequate"
"837","(2) 26 to 50 percent","(4) Completely adequate"
"838","(3) 51 to 75 percent","(3) Moderately adequate"
"839","(4) 76 percent or more","(4) Completely adequate"
"840","(4) 76 percent or more","(3) Moderately adequate"
"841","(4) 76 percent or more","(3) Moderately adequate"
"842","(2) 26 to 50 percent","(2) Minimally adequate"
"843","(3) 51 to 75 percent","(4) Completely adequate"
"844","(2) 26 to 50 percent","(3) Moderately adequate"
"845","(3) 51 to 75 percent","(3) Moderately adequate"
"846","(1) 25 percent or less","(3) Moderately adequate"
"847","(2) 26 to 50 percent","(3) Moderately adequate"
"848","(3) 51 to 75 percent","(4) Completely adequate"
"849","(4) 76 percent or more","(4) Completely adequate"
"850","(2) 26 to 50 percent","(4) Completely adequate"
"851","(3) 51 to 75 percent","(2) Minimally adequate"
"852","(3) 51 to 75 percent","(2) Minimally adequate"
"853","(3) 51 to 75 percent","(2) Minimally adequate"
"854","(4) 76 percent or more","(3) Moderately adequate"
"855","(2) 26 to 50 percent","(2) Minimally adequate"
"856","(4) 76 percent or more","(3) Moderately adequate"
"857","(3) 51 to 75 percent","(3) Moderately adequate"
"858","(2) 26 to 50 percent","(3) Moderately adequate"
"859","(1) 25 percent or less","(3) Moderately adequate"
"860","(2) 26 to 50 percent","(3) Moderately adequate"
"861","(1) 25 percent or less","(3) Moderately adequate"
"862","(3) 51 to 75 percent","(4) Completely adequate"
"863","(3) 51 to 75 percent","(4) Completely adequate"
"864","(2) 26 to 50 percent","(4) Completely adequate"
"865","(3) 51 to 75 percent","(4) Completely adequate"
"866","(4) 76 percent or more","(2) Minimally adequate"
"867","(4) 76 percent or more","(2) Minimally adequate"
"868","(1) 25 percent or less","(4) Completely adequate"
"869","(4) 76 percent or more","(3) Moderately adequate"
"870","(1) 25 percent or less","(3) Moderately adequate"
"871","(3) 51 to 75 percent","(4) Completely adequate"
"872","(2) 26 to 50 percent","(3) Moderately adequate"
"873","(1) 25 percent or less","(2) Minimally adequate"
"874","(4) 76 percent or more","(4) Completely adequate"
"875","(4) 76 percent or more","(1) Not at all adequate"
"876","(3) 51 to 75 percent","(4) Completely adequate"
"877","(4) 76 percent or more","(4) Completely adequate"
"878","(4) 76 percent or more","(2) Minimally adequate"
"879","(1) 25 percent or less","(2) Minimally adequate"
"880","(4) 76 percent or more","(4) Completely adequate"
"881","(3) 51 to 75 percent","(2) Minimally adequate"
"882","(1) 25 percent or less","(3) Moderately adequate"
"883","(4) 76 percent or more","(3) Moderately adequate"
"884","(2) 26 to 50 percent","(3) Moderately adequate"
"885","(3) 51 to 75 percent","(4) Completely adequate"
"886","(1) 25 percent or less","(2) Minimally adequate"
"887","(4) 76 percent or more","(1) Not at all adequate"
"888","(3) 51 to 75 percent","(4) Completely adequate"
"889","(1) 25 percent or less","(4) Completely adequate"
"890","(2) 26 to 50 percent","(3) Moderately adequate"
"891","(2) 26 to 50 percent","(4) Completely adequate"
"892","(2) 26 to 50 percent","(2) Minimally adequate"
"893","(2) 26 to 50 percent","(2) Minimally adequate"
"894","(2) 26 to 50 percent","(3) Moderately adequate"
"895","(1) 25 percent or less","(3) Moderately adequate"
"896","(2) 26 to 50 percent","(4) Completely adequate"
"897","(2) 26 to 50 percent","(3) Moderately adequate"
"898","(3) 51 to 75 percent","(2) Minimally adequate"
"899","(2) 26 to 50 percent","(3) Moderately adequate"
"900","(3) 51 to 75 percent","(2) Minimally adequate"
"901","(4) 76 percent or more","(4) Completely adequate"
"902","(4) 76 percent or more","(2) Minimally adequate"
"903","(2) 26 to 50 percent","(4) Completely adequate"
"904","(3) 51 to 75 percent","(3) Moderately adequate"
"905","(2) 26 to 50 percent","(2) Minimally adequate"
"906","(3) 51 to 75 percent","(3) Moderately adequate"
"907","(3) 51 to 75 percent","(3) Moderately adequate"
"908","(1) 25 percent or less","(3) Moderately adequate"
"909","(2) 26 to 50 percent","(3) Moderately adequate"
"910","(4) 76 percent or more","(4) Completely adequate"
"911","(1) 25 percent or less","(4) Completely adequate"
"912","(2) 26 to 50 percent","(3) Moderately adequate"
"913","(1) 25 percent or less","(3) Moderately adequate"
"914","(3) 51 to 75 percent","(3) Moderately adequate"
"915","(2) 26 to 50 percent","(4) Completely adequate"
"916","(4) 76 percent or more","(2) Minimally adequate"
"917","(2) 26 to 50 percent","(3) Moderately adequate"
"918","(1) 25 percent or less","(3) Moderately adequate"
"919","(3) 51 to 75 percent","(3) Moderately adequate"
"920","(3) 51 to 75 percent","(2) Minimally adequate"
"921","(1) 25 percent or less","(4) Completely adequate"
"922","(4) 76 percent or more","(3) Moderately adequate"
"923","(3) 51 to 75 percent","(3) Moderately adequate"
"924","(1) 25 percent or less","(4) Completely adequate"
"925","(1) 25 percent or less","(4) Completely adequate"
"926","(3) 51 to 75 percent","(2) Minimally adequate"
"927","(1) 25 percent or less","(4) Completely adequate"
"928","(4) 76 percent or more","(4) Completely adequate"
"929","(2) 26 to 50 percent","(3) Moderately adequate"
"930","(3) 51 to 75 percent","(1) Not at all adequate"
"931","(1) 25 percent or less","(2) Minimally adequate"
"932","(1) 25 percent or less","(4) Completely adequate"
"933","(1) 25 percent or less","(3) Moderately adequate"
"934","(3) 51 to 75 percent","(4) Completely adequate"
"935","(1) 25 percent or less","(4) Completely adequate"
"936","(3) 51 to 75 percent","(4) Completely adequate"
"937","(2) 26 to 50 percent","(1) Not at all adequate"
"938","(2) 26 to 50 percent","(4) Completely adequate"
"939","(1) 25 percent or less","(4) Completely adequate"
"940","(1) 25 percent or less","(4) Completely adequate"
"941","(1) 25 percent or less","(3) Moderately adequate"
"942","(3) 51 to 75 percent","(3) Moderately adequate"
"943","(3) 51 to 75 percent","(3) Moderately adequate"
"944","(4) 76 percent or more","(1) Not at all adequate"
"945","(3) 51 to 75 percent","(2) Minimally adequate"
"946","(2) 26 to 50 percent","(1) Not at all adequate"
"947","(1) 25 percent or less","(3) Moderately adequate"
"948","(3) 51 to 75 percent","(3) Moderately adequate"
"949","(3) 51 to 75 percent","(4) Completely adequate"
"950","(2) 26 to 50 percent","(4) Completely adequate"
"951","(4) 76 percent or more","(3) Moderately adequate"
"952","(4) 76 percent or more","(4) Completely adequate"
"953","(1) 25 percent or less","(3) Moderately adequate"
"954","(1) 25 percent or less","(4) Completely adequate"
"955","(1) 25 percent or less","(4) Completely adequate"
"956","(2) 26 to 50 percent","(3) Moderately adequate"
"957","(3) 51 to 75 percent","(4) Completely adequate"
"958","(1) 25 percent or less","(3) Moderately adequate"
"959","(3) 51 to 75 percent","(2) Minimally adequate"
"960","(2) 26 to 50 percent","(3) Moderately adequate"
"961","(4) 76 percent or more","(4) Completely adequate"
"962","(1) 25 percent or less","(3) Moderately adequate"
"963","(2) 26 to 50 percent","(2) Minimally adequate"
"964","(1) 25 percent or less","(3) Moderately adequate"
"965","(1) 25 percent or less","(4) Completely adequate"
"966","(4) 76 percent or more","(2) Minimally adequate"
"967","(3) 51 to 75 percent","(3) Moderately adequate"
"968","(4) 76 percent or more","(4) Completely adequate"
"969","(2) 26 to 50 percent","(4) Completely adequate"
"970","(1) 25 percent or less","(1) Not at all adequate"
"971","(3) 51 to 75 percent","(3) Moderately adequate"
"972","(3) 51 to 75 percent","(3) Moderately adequate"
"973","(1) 25 percent or less","(3) Moderately adequate"
"974","(2) 26 to 50 percent","(3) Moderately adequate"
"975","(1) 25 percent or less","(3) Moderately adequate"
"976","(4) 76 percent or more","(3) Moderately adequate"
"977","(3) 51 to 75 percent","(1) Not at all adequate"
"978","(1) 25 percent or less","(3) Moderately adequate"
"979","(2) 26 to 50 percent","(3) Moderately adequate"
"980","(2) 26 to 50 percent","(4) Completely adequate"
"981","(4) 76 percent or more","(3) Moderately adequate"
"982","(3) 51 to 75 percent","(4) Completely adequate"
"983","(2) 26 to 50 percent","(3) Moderately adequate"
"984","(4) 76 percent or more","(2) Minimally adequate"
"985","(1) 25 percent or less","(4) Completely adequate"
"986","(1) 25 percent or less","(3) Moderately adequate"
"987","(1) 25 percent or less","(2) Minimally adequate"
"988","(3) 51 to 75 percent","(4) Completely adequate"
"989","(2) 26 to 50 percent","(3) Moderately adequate"
"990","(3) 51 to 75 percent","(4) Completely adequate"
"991","(1) 25 percent or less","(4) Completely adequate"
"992","(1) 25 percent or less","(3) Moderately adequate"
"993","(1) 25 percent or less","(3) Moderately adequate"
"994","(1) 25 percent or less","(3) Moderately adequate"
"995","(4) 76 percent or more","(1) Not at all adequate"
"996","(2) 26 to 50 percent","(4) Completely adequate"
"997","(4) 76 percent or more","(4) Completely adequate"
"998","(4) 76 percent or more","(3) Moderately adequate"
"999","(2) 26 to 50 percent","(3) Moderately adequate"
"1000","(1) 25 percent or less","(4) Completely adequate"
"1001","(3) 51 to 75 percent","(3) Moderately adequate"
"1002","(3) 51 to 75 percent","(1) Not at all adequate"
"1003","(3) 51 to 75 percent","(3) Moderately adequate"
"1004","(1) 25 percent or less","(3) Moderately adequate"
"1005","(4) 76 percent or more","(2) Minimally adequate"
"1006","(3) 51 to 75 percent","(4) Completely adequate"
"1007","(2) 26 to 50 percent","(2) Minimally adequate"
"1008","(3) 51 to 75 percent","(3) Moderately adequate"
"1009","(3) 51 to 75 percent","(3) Moderately adequate"
"1010","(1) 25 percent or less","(3) Moderately adequate"
"1011","(3) 51 to 75 percent","(3) Moderately adequate"
"1012","(1) 25 percent or less","(3) Moderately adequate"
"1013","(3) 51 to 75 percent","(4) Completely adequate"
"1014","(4) 76 percent or more","(3) Moderately adequate"
"1015","(3) 51 to 75 percent","(4) Completely adequate"
"1016","(3) 51 to 75 percent","(4) Completely adequate"
"1017","(3) 51 to 75 percent","(3) Moderately adequate"
"1018","(4) 76 percent or more","(2) Minimally adequate"
"1019","(2) 26 to 50 percent","(4) Completely adequate"
"1020","(3) 51 to 75 percent","(3) Moderately adequate"
"1021","(4) 76 percent or more","(1) Not at all adequate"
"1022","(4) 76 percent or more","(2) Minimally adequate"
"1023","(3) 51 to 75 percent","(3) Moderately adequate"
"1024","(1) 25 percent or less","(2) Minimally adequate"
"1025","(4) 76 percent or more","(4) Completely adequate"
"1026","(4) 76 percent or more","(2) Minimally adequate"
"1027","(3) 51 to 75 percent","(3) Moderately adequate"
"1028","(4) 76 percent or more","(3) Moderately adequate"
"1029","(2) 26 to 50 percent","(2) Minimally adequate"
"1030","(3) 51 to 75 percent","(3) Moderately adequate"
"1031","(3) 51 to 75 percent","(3) Moderately adequate"
"1032","(1) 25 percent or less","(4) Completely adequate"
"1033","(2) 26 to 50 percent","(3) Moderately adequate"
"1034","(4) 76 percent or more","(3) Moderately adequate"
"1035","(4) 76 percent or more","(2) Minimally adequate"
"1036","(3) 51 to 75 percent","(2) Minimally adequate"
"1037","(2) 26 to 50 percent","(3) Moderately adequate"
"1038","(4) 76 percent or more","(2) Minimally adequate"
"1039","(2) 26 to 50 percent","(2) Minimally adequate"
"1040","(4) 76 percent or more","(3) Moderately adequate"
"1041","(2) 26 to 50 percent","(3) Moderately adequate"
"1042","(3) 51 to 75 percent","(3) Moderately adequate"
"1043","(3) 51 to 75 percent","(4) Completely adequate"
"1044","(1) 25 percent or less","(2) Minimally adequate"
"1045","(2) 26 to 50 percent","(3) Moderately adequate"
